LFQ intensity delta10G-1-3h	LFQ intensity delta10G-2-3h	LFQ intensity delta10G-3-3h	LFQ intensity wt-1-3h	LFQ intensity wt-2-3h	LFQ intensity wt-3-3h	Protein names	Gene names
28.0546	27.78893	27.2597	26.88437	26.40038	26.76053	Threonylcarbamoyl-AMP synthase	tsaC
26.6309	24.80563	25.8719	26.19644	26.21334	26.09368	HTH-type transcriptional regulator DsdC	dsdC
25.35118	24.66188	24.24576	24.09329	25.50385	24.63528	RNA-splicing ligase RtcB	rtcB
27.64238	27.52992	28.03554	27.57333	27.57283	27.70642	Uncharacterized HTH-type transcriptional regulator YgbI	ygbI
28.35363	28.38961	28.24173	27.75455	27.88186	27.59292	Imidazole glycerol phosphate synthase subunit HisH	hisH
32.61916	32.43964	32.92788	32.5659	32.73318	32.84678	Fe/S biogenesis protein NfuA	nfuA
28.41478	28.68656	28.91154	28.32281	28.19498	28.54576	Uncharacterized N-acetyltransferase YhbS	yhbS
28.39309	28.36557	28.31765	27.93089	27.97191	27.99739	Uncharacterized protein YqjD	yqjD
30.65932	30.77455	30.81413	29.80312	30.63616	30.4897	Probable phospholipid ABC transporter-binding protein MlaD	mlaD
30.14127	30.93326	30.15894	30.53871	30.78683	31.13785	UPF0267 protein YqfB	yqfB
30.4172	30.24706	30.24898	30.09497	30.15943	30.01903	Outer membrane lipoprotein RcsF	rcsF
28.85828	29.23469	28.68408	27.9747	28.29662	28.51683	Nitrogen regulatory protein	ptsN
29.49368	28.69902	28.72913	28.14798	27.66675	29.40304	Esterase YbfF	ybfF
28.17255	28.05118	27.90265	27.53438	27.46832	27.49534	Sugar phosphatase YbiV	ybiV
26.48597	27.1052	26.24757	25.6807	25.94878	27.08396	Transcriptional repressor PaaX	paaX
26.3766	26.67976	27.1865	26.63312	26.93247	27.03852	Uncharacterized protein YdhJ	ydhJ
25.05221	25.4796	25.10173	25.67979	25.8869	23.9376	N-succinylarginine dihydrolase	astB
28.57495	28.71869	29.03572	28.74278	28.66211	28.74583	Uncharacterized protein YfdI	yfdI
25.60555	25.39852	24.64356	24.70477	25.04793	25.86041	tRNA(Met) cytidine acetyltransferase TmcA	tmcA
28.41542	28.40227	28.71646	28.31484	28.15325	28.40698	Probable iron export ATP-binding protein FetA	fetA
26.19306	26.54557	26.58118	26.8197	26.8662	27.00956	Glutathione S-transferase YfcF	yfcF
25.60532	26.65935	26.85055	27.27826	26.65867	26.84278	Anhydro-N-acetylmuramic acid kinase	anmK
25.7573	26.15769	26.50664	27.1053	26.54685	26.65322	Uncharacterized HTH-type transcriptional regulator YqhC	yqhC
25.98698	25.87732	26.2361	26.19551	26.3947	26.65144	Cystathionine gamma-synthase	metB
30.24989	30.52673	30.57018	30.22504	30.46636	30.48817	D-ribose pyranase	rbsD
25.23092	25.90021	25.59579	25.61265	25.32653	25.65108	HTH-type transcriptional regulator IlvY	ilvY
28.04432	27.57008	28.06188	27.68164	27.11078	27.29334	Primosomal replication protein n	priB
27.48078	28.10169	27.56231	27.76945	28.05253	26.768	Sodium/proline symporter	putP
31.12879	31.17117	30.72232	30.21801	30.20595	29.84133	ATP synthase epsilon chain	atpC
27.59605	27.47823	28.21827	28.09265	27.1054	26.36045	Phosphopantetheine adenylyltransferase	coaD
28.51608	28.66652	28.63931	28.3053	28.41478	27.92536	Diaminopimelate epimerase	dapF
30.78035	31.83669	30.80693	31.14461	31.41468	31.75708	ATP-dependent protease subunit HslV	hslV
34.21654	34.08068	34.45972	34.09018	34.33864	34.30341	50S ribosomal protein L27	rpmA
34.83907	34.35337	34.62701	34.44369	34.43452	34.5895	30S ribosomal protein S16	rpsP
27.80538	28.4647	29.93775	29.70909	28.91516	30.12928	Ribonuclease P protein component	rnpA
30.5819	30.74751	30.56638	30.49238	30.90799	30.54213	SsrA-binding protein	smpB
28.69521	28.91356	29.10515	28.66959	28.51777	28.08694	Ribosomal RNA large subunit methyltransferase H	rlmH
27.63907	27.60781	27.68833	27.54008	27.69092	27.58864	UPF0283 membrane protein YcjF	ycjF
27.19037	27.04302	27.91752	25.84357	26.96609	27.54075	Acyl-CoA thioester hydrolase YbgC	ybgC
33.72882	33.76781	33.35021	33.52962	34.08322	33.94472	Outer membrane lipoprotein SlyB	slyB
34.21885	34.89053	34.73413	34.83385	34.40882	34.80492	Cold shock-like protein CspE	cspE
27.00378	27.44253	27.80224	26.24149	27.06219	28.55062	Glycine cleavage system transcriptional repressor	gcvR
27.82948	27.13222	27.03139	26.51292	26.7934	26.98022	2-dehydropantoate 2-reductase	panE
24.88455	25.97136	25.02745	26.46888	23.83981	25.98333	Protein PhoH	phoH
30.40294	28.22509	29.43885	29.03803	28.77052	29.19376	Low-affinity putrescine importer PlaP	plaP
30.66679	30.73804	30.83357	31.08309	30.91748	30.99037	Uncharacterized protein YbcJ	ybcJ
31.01492	31.02049	31.29329	30.78558	31.19078	31.28002	Glutaredoxin-3	grxC
26.70306	26.10396	27.09184	25.94902	25.60334	25.19423	Uncharacterized GST-like protein YibF	yibF
32.07016	32.55707	32.04094	31.41443	31.99692	32.10896	Iron-sulfur cluster assembly scaffold protein IscU	iscU
27.77706	27.41836	27.20341	27.52081	27.8079	27.58599	Regulatory protein AsnC	asnC
26.38783	26.69962	26.40193	26.349	26.59847	25.45023	Uncharacterized HTH-type transcriptional regulator YbaO	ybaO
25.04335	26.44623	26.71947	25.52052	25.81338	26.40246	HTH-type transcriptional regulator TdcA	tdcA
25.87652	26.72247	25.53943	26.08418	23.67012	27.26123	Uncharacterized HTH-type transcriptional regulator YeiE	yeiE
25.86015	26.52307	26.51551	26.40544	26.39038	26.56237	Leu/Ile/Val-binding protein	livJ
31.69092	31.70771	31.35537	31.25023	31.93621	31.32924	Uncharacterized lipoprotein YajG	yajG
30.8511	31.04655	30.88438	30.91713	31.13864	31.10892	Osmotically-inducible lipoprotein E	osmE
27.01095	27.16634	26.94983	27.39395	27.58312	27.54819	Lipopolysaccharide export system permease protein LptG	lptG
28.21836	28.30674	28.29588	28.67543	27.97104	28.06866	Isochorismatase family protein YecD	yecD
29.97951	29.81072	29.70851	28.76831	29.32582	29.79484	UPF0441 protein YgiB	ygiB
30.05142	30.48164	30.11682	30.45415	30.45924	30.42392	Lipopolysaccharide export system protein LptA	lptA
27.91171	27.63699	26.9447	27.03244	27.97383	28.30756	Inner membrane protein YhcB	yhcB
31.69246	31.70681	32.11784	31.34112	31.84303	31.81425	UPF0092 membrane protein YajC	yajC
32.48649	32.06882	32.56609	32.10849	32.27512	32.50394	Universal stress protein A	uspA
29.28857	29.85657	29.97897	29.38278	29.74902	30.21466	Serine endoprotease DegS	degS
27.5526	27.95488	27.42422	28.04015	28.52701	28.96392	Phosphatase NudJ	nudJ
33.64485	33.08756	32.54848	33.11898	33.61193	33.44221	2-iminobutanoate/2-iminopropanoate deaminase	ridA
33.76594	33.17972	33.55007	33.40844	33.03343	32.9062	30S ribosomal protein S17	rpsQ
26.64719	26.93315	26.23394	26.93393	26.9566	27.19056	Transcriptional regulatory protein UhpA	uhpA
25.87507	25.41783	25.62008	25.64067	26.13632	26.09229	Membrane-bound lytic murein transglycosylase C	mltC
28.95407	29.18371	28.9885	29.43235	29.51213	29.5646	Nucleoid occlusion factor SlmA	slmA
29.66068	29.88396	29.35098	28.18438	29.11905	29.75866	Peroxiredoxin OsmC	osmC
27.27923	28.64224	28.15311	27.59875	28.82805	28.50847	Endo-type membrane-bound lytic murein transglycosylase A	emtA
25.44275	25.04423	24.75542	25.3964	25.56584	26.39231	N-acetyl-gamma-glutamyl-phosphate reductase	argC
27.59761	27.79916	28.46968	27.7795	27.71411	27.96097	Ribosomal-protein-serine acetyltransferase	rimL
25.51959	24.18873	24.31935	24.11243	24.77238	24.84192	Maltose regulon regulatory protein MalI	malI
27.25395	28.00641	27.49762	28.30587	28.67795	28.77621	Lipopolysaccharide core heptose(II) kinase RfaY	rfaY
26.54172	26.52816	26.8521	26.77404	26.78992	26.64485	Phosphate acyltransferase	plsX
29.49983	29.58043	29.63532	29.96389	29.8326	29.81049	Deoxycytidine triphosphate deaminase	dcd
26.388	27.1041	26.0655	26.13322	26.01157	27.37194	Ribonuclease T	rnt
27.59399	27.71869	27.58899	27.27906	27.59263	27.39108	Galactonate operon transcriptional repressor	dgoR
27.82311	27.95505	28.20499	28.44707	29.00951	28.4301	Uncharacterized HTH-type transcriptional regulator YieP	yieP
27.09869	27.31536	26.94648	25.56744	27.08071	26.56641	Uncharacterized protein YiiQ	yiiQ
24.58159	24.96195	23.59685	23.97272	24.07137	24.05994	Fructose-6-phosphate aldolase 2	fsaB
27.32234	26.89377	26.97213	27.40811	26.58663	26.77291	Uncharacterized protein YhhM	yhhM
25.50975	25.78432	26.36471	25.7375	26.61947	26.63381	Uncharacterized amino-acid ABC transporter ATP-binding protein YecC	yecC
31.05427	30.95074	31.02789	31.2824	30.91214	30.84326	Universal stress protein G	uspG
27.93652	27.74034	27.87033	27.98653	28.36641	28.25651	Uncharacterized N-acetyltransferase YjgM	yjgM
26.79054	26.37169	26.30556	25.16951	25.88355	25.88047	Protein YqjC	yqjC
25.90985	25.38096	25.62422	24.95265	25.40704	25.99891	Inner membrane protein YedI	yedI
27.9592	28.24259	28.20443	27.99814	27.96829	27.90959	Uncharacterized protein YaiL	yaiL
32.42187	32.16207	32.50102	31.78971	32.67609	32.43681	Flavodoxin-1	fldA
28.00147	28.32212	28.51976	28.5911	28.51424	28.95502	GMP/IMP nucleotidase YrfG	yrfG
25.33067	25.84352	25.68394	25.0703	25.48787	26.147	HTH-type transcriptional activator AaeR	aaeR
25.38972	25.32965	26.14564	25.84542	26.24757	26.25488	UPF0337 protein YjbJ	yjbJ
26.27434	26.34425	26.0899	25.79052	26.28657	26.18788	Cytochrome c-type biogenesis protein CcmE	ccmE
27.72897	27.49831	27.5065	27.29955	27.14268	26.92615	Putative formate acetyltransferase 3	ybiW
26.87127	27.06948	27.48922	27.0878	27.68197	27.55523	Flavin mononucleotide phosphatase YbjI	ybjI
30.21013	30.47015	30.08866	29.64986	30.27764	29.79942	Chaperone protein YcdY	ycdY
26.49677	27.30548	26.54872	27.06641	26.96146	26.58821	Putative oxidoreductase YceM	yceM
27.25467	27.4396	26.82238	27.03591	26.84924	26.91673	N-acetyl-D-glucosamine kinase	nagK
27.26589	27.04708	27.41046	26.77568	26.93089	27.91096	Putative lambdoid prophage e14 repressor protein C2	cohE
28.48066	28.57001	28.88963	28.35376	28.54097	28.83415	Inhibitor of g-type lysozyme	pliG
27.30322	27.64024	28.35376	27.69598	28.16178	28.15383	Uncharacterized protein YeaO	yeaO
24.48456	24.6418	24.59109	24.21408	25.12222	24.87244	Multidrug resistance protein MdtB	mdtB
30.58871	30.75135	30.80931	30.13369	30.31409	30.61588	Probable phospholipid-binding lipoprotein MlaA	mlaA
27.80821	27.5406	27.27586	27.47313	27.8262	27.43674	Acetyltransferase YpeA	ypeA
29.17969	29.44709	29.28085	29.46317	29.11501	29.77687	Uncharacterized protein YfgD	yfgD
28.45439	27.92863	26.72546	26.4272	26.84781	25.80196	Fructose-1-phosphate phosphatase YqaB	yqaB
25.37408	25.77201	25.33012	25.55482	25.82418	25.28026	Uncharacterized HTH-type transcriptional regulator YcjW	ycjW
31.75458	32.20504	31.82866	31.18406	31.76529	31.51409	Protein GnsB	gnsB
30.05763	29.82693	30.37648	29.85247	30.21593	30.63815	Maltose O-acetyltransferase	maa
28.90802	28.64561	27.50801	27.99442	27.004	28.13335	Probable protein deglycase	yajL
25.85619	25.25274	26.30975	22.69407	25.82566	25.64444	Diaminopimelate decarboxylase	lysA
27.46186	27.44916	27.86927	27.08294	27.53416	27.45505	Bifunctional protein TrpGD;Anthranilate synthase component 2;Anthranilate phosphoribosyltransferase	trpGD
26.60823	27.17245	27.89949	27.0086	27.64355	27.81903	Histidine transport ATP-binding protein HisP	hisP
26.37677	26.17123	26.61231	25.7714	26.63298	25.55693	8-oxo-dGTP diphosphatase	mutT
26.48095	26.46471	26.36971	26.28184	27.16557	26.60315	Cell division protein DedD	dedD
26.74008	26.68979	26.26589	24.26234	24.53469	25.02998	ATP-dependent dethiobiotin synthetase BioD 2	bioD2
30.64556	30.3383	30.14868	30.35962	30.7751	30.40578	Peptide deformylase	def
32.60256	32.2292	32.81178	32.66806	32.80795	32.58741	Integration host factor subunit beta	ihfB
28.14923	28.5288	28.71908	28.34528	28.24286	28.57405	Peptide methionine sulfoxide reductase MsrA	msrA
26.83123	27.36853	26.52402	26.34062	26.33804	26.33708	NAD kinase	nadK
29.56402	29.57935	29.20422	29.06165	28.77175	29.52492	Peptidase E	pepE
28.56881	28.40989	28.48788	28.49125	28.1704	28.46921	Recombination protein RecR	recR
30.50522	30.90268	31.08544	31.37244	31.0177	31.56438	Aerobic C4-dicarboxylate transport protein	dctA
29.01148	28.01537	27.95782	27.07081	27.40722	27.24372	UPF0265 protein YeeX	yeeX
27.53882	27.29167	27.20667	27.68418	27.88501	27.82796	Macrodomain Ter protein	matP
25.9814	26.55753	26.36438	26.2461	26.76281	27.06876	HTH-type transcriptional regulator HdfR	hdfR
30.43569	30.07189	30.83357	28.60389	28.59221	28.82284	Outer membrane protein W	ompW
26.79464	25.89689	27.05548	26.95482	26.19976	26.49599	Ribosomal-protein-alanine acetyltransferase	rimI
26.78843	26.79922	26.85412	26.88786	26.7128	27.03097	Arabinose operon regulatory protein	araC
25.31202	25.1225	25.53017	24.14383	23.99542	25.33279	"Cob(I)yrinic acid a,c-diamide adenosyltransferase"	btuR
23.89754	23.9247	24.0554	24.75022	24.13555	23.96252	Anaerobic ribonucleoside-triphosphate reductase-activating protein	nrdG
31.35489	31.64362	30.91421	31.21512	31.39708	31.2168	2Fe-2S ferredoxin	fdx
25.47967	25.65264	25.53255	25.21271	26.02669	26.42056	Uncharacterized ABC transporter ATP-binding protein YbbA	ybbA
31.55901	31.54204	31.98485	32.13044	31.92054	32.22857	Phosphocarrier protein HPr	ptsH
27.58907	27.5034	27.52671	26.99389	26.79687	25.82588	Probable galactarate transporter	garP
30.25474	30.59939	30.05103	30.4352	30.56411	30.14783	Iron-binding protein IscA	iscA
29.585	29.53731	29.93846	29.64198	29.7487	29.44389	Ribosomal silencing factor RsfS	rsfS
26.28058	26.37142	26.9516	25.96228	26.76699	26.70081	Envelope biogenesis factor ElyC	elyC
29.40487	28.85204	28.40272	25.31534	26.32601	27.32886	Uncharacterized protein YccJ	yccJ
30.88059	30.31797	30.09861	29.57508	29.635	30.65634	Protein BolA	bolA
30.56047	30.39428	30.28317	30.14017	29.90067	30.14856	Cytochrome bd-I ubiquinol oxidase subunit 2	cydB
30.1437	30.15702	28.54995	28.86856	27.26589	28.35552	Anaerobic C4-dicarboxylate transporter DcuA	dcuA
26.96157	27.16308	26.76053	27.11028	26.61246	27.36302	Zinc uptake regulation protein	zur
30.6193	30.22412	30.52925	30.32346	30.18187	30.22043	Lactoylglutathione lyase	gloA
33.16394	32.94316	32.96829	32.64218	32.69461	32.92399	DNA-binding protein HU-alpha	hupA
24.76901	25.0124	26.00395	25.46454	25.33276	25.09507	Putative L-lactate dehydrogenase operon regulatory protein	lldR
25.12357	25.27806	25.70854	25.79471	25.70909	25.7464	Transcriptional regulatory protein CusR	cusR
27.08192	27.74387	27.74657	27.38039	27.23389	27.50173	Phosphatidylglycerophosphatase C	pgpC
29.58599	29.17679	31.14412	28.85665	29.05582	28.25093	Inhibitor of vertebrate lysozyme	ivy
30.45297	30.78862	30.82305	31.40487	30.97309	31.33517	Probable quinol monooxygenase YgiN	ygiN
29.44358	29.91471	30.19061	30.08929	30.05569	29.76689	Protein YhfA	yhfA
29.52328	29.98509	29.67255	29.53584	30.0321	30.05012	UPF0053 inner membrane protein YtfL	ytfL
26.4548	26.38589	26.49756	26.18635	26.24614	27.01041	DNA adenine methylase	dam
27.18594	26.65949	26.07504	26.09217	26.47474	27.00421	Ferrienterobactin-binding periplasmic protein	fepB
25.8134	26.4345	26.42523	25.62045	24.28919	26.14899	RNA polymerase sigma factor FliA	fliA
28.28749	27.8629	27.88454	27.763	27.48616	28.40223	Glutamine transport system permease protein GlnP	glnP
25.67077	25.00071	24.18903	21.86959	22.91874	23.29824	Regulator of RpoS	rssB
28.66932	27.97967	27.46264	28.06625	27.82929	28.03354	UPF0047 protein YjbQ	yjbQ
27.98066	28.19892	28.09058	28.18669	28.43464	27.93377	Lipopolysaccharide export system permease protein LptF	lptF
30.64143	30.32967	30.66391	30.65318	30.52178	30.66856	Protein PhnA	phnA
25.41047	25.96442	26.41114	27.27017	26.9015	27.12366	Transcription antitermination protein RfaH	rfaH
33.18272	32.74509	32.2524	32.82039	32.59535	32.88863	Protein-export protein SecB	secB
25.87516	25.05018	25.74078	25.6722	26.32213	26.24489	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	entA
27.79408	28.00453	28.17317	27.93904	27.74175	27.98022	Pyrazinamidase/nicotinamidase	pncA
28.77168	28.59459	28.92878	29.86022	29.11991	28.83882	Pyridoxal phosphate phosphatase YbhA	ybhA
27.82978	27.26401	27.98999	27.22849	27.62617	27.49274	Thiosulfate sulfurtransferase PspE	pspE
28.95535	29.29206	29.12869	29.28286	29.51512	29.32873	Protein YffB	yffB
24.83514	25.17953	25.01359	25.12892	24.16875	25.16262	HTH-type transcriptional regulator CynR	cynR
26.00436	26.36157	25.41496	25.4755	25.79519	26.51658	Glutamyl-Q tRNA(Asp) synthetase	gluQ
25.61276	33.4649	24.76991	23.93625	25.53312	27.88751	IMPACT family member YigZ	yigZ
29.57991	29.58302	29.5519	28.98074	29.29568	29.59561	Phosphoglycolate phosphatase	gph
26.60173	27.26874	27.31786	27.38055	27.83352	27.1735	Cation/acetate symporter ActP	actP
26.96202	27.7939	27.80372	27.21679	26.11744	27.36428	DNA gyrase inhibitor	sbmC
27.6001	27.37426	28.21521	28.30082	28.12065	28.1898	S-formylglutathione hydrolase YeiG	yeiG
25.50879	24.25436	24.54433	23.69232	23.61628	24.20658	NADH-quinone oxidoreductase subunit L	nuoL
27.82366	28.17508	28.27347	27.51315	27.84799	28.43456	UPF0225 protein YchJ	ychJ
33.08556	32.78928	32.62375	31.7038	32.4996	32.88081	Galactitol-specific phosphotransferase enzyme IIB component	gatB
25.55095	26.12226	25.31662	25.90532	26.33727	25.4598	Ribose-5-phosphate isomerase B	rpiB
29.06157	29.90956	29.49173	28.63145	28.97172	29.22525	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ	wbbJ
25.78758	26.23026	26.06063	25.57074	26.10871	26.1146	TorCAD operon transcriptional regulatory protein TorR	torR
29.09813	29.27547	29.10614	29.85396	29.48056	30.06214	Uncharacterized protein YtfJ	ytfJ
26.31662	27.28745	26.6147	26.91091	27.01574	27.39501	Esterase YjfP	yjfP
25.72944	25.96098	25.79253	26.02682	25.28715	25.55602	"Alcohol dehydrogenase, propanol-preferring"	adhP
26.30862	26.61947	26.08406	26.52078	26.59733	26.17429	N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 2	agaV
26.41288	25.94523	25.91823	25.28161	24.79571	25.43285	Uncharacterized N-acetyltransferase YhhY	yhhY
27.92258	27.97285	27.78538	28.28947	27.98978	28.47174	UPF0125 protein RatB	ratB
27.72813	28.02791	28.10829	28.4538	28.33501	28.55366	Octanoyltransferase	lipB
31.85393	32.70683	32.68483	32.45621	32.45985	31.92769	"6,7-dimethyl-8-ribityllumazine synthase"	ribE
29.94963	29.44237	30.14078	30.00142	30.13858	29.99672	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	ispF
29.40817	27.76617	28.30404	25.88756	25.83328	26.08786	Putative selenoprotein YdfZ	ydfZ
27.19948	27.97886	27.99566	26.74445	27.34435	27.35448	Uncharacterized protein YhbT	yhbT
30.29428	29.09527	29.1678	29.42274	29.85871	29.9303	Phosphodiesterase YfcE	yfcE
27.48031	28.09552	27.37194	28.2076	28.30339	28.26477	Stationary-phase-induced ribosome-associated protein	sra
27.77222	28.01068	27.19178	27.52761	28.26437	27.9629	tRNA-specific adenosine deaminase	tadA
28.55139	28.8458	27.84266	28.27573	28.54193	28.18612	Uncharacterized protein YcbL	ycbL
27.98212	28.27853	28.13692	27.51322	27.62902	27.47908	Lipoprotein-releasing system transmembrane protein LolE	lolE
25.57257	25.69946	25.6088	25.69096	25.26471	26.10283	HTH-type transcriptional repressor BluR	bluR
28.76898	28.71381	27.9462	27.3006	28.40121	27.98864	"PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL"	dhaL
30.14187	30.01797	29.81186	29.75333	30.22205	30.63573	UPF0482 protein YnfB	ynfB
28.10074	28.64691	27.84888	28.10509	28.20284	27.50635	Uncharacterized protein YdiY	ydiY
26.99809	27.22628	27.27861	27.45701	27.15866	27.31285	Probable diguanylate cyclase YeaP	yeaP
29.06507	29.43665	29.11917	29.36348	29.69946	29.68196	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	tsaB
28.55939	29.07143	28.60325	28.48232	29.12859	28.73321	Protein MtfA	mtfA
27.44735	27.63741	27.3652	27.27435	27.31259	27.25404	UPF0339 protein YegP	yegP
32.04557	29.60663	27.63927	29.56198	27.61175	29.03312	Esterase YpfH	ypfH
27.87976	26.60173	27.06394	26.43379	27.0403	26.02802	Isopentenyl-diphosphate Delta-isomerase	idi
26.75875	28.04661	27.32423	27.2893	27.24563	27.2658	Aminodeoxychorismate synthase component 2	pabA
27.20881	27.32723	27.37343	27.4149	27.44995	27.17141	HTH-type transcriptional regulator DicA	dicA
29.10939	28.85353	28.93075	28.55998	29.08421	29.08266	Uncharacterized protein YciH	yciH
29.5238	27.60809	26.63948	25.72778	27.88431	27.66871	Arginine repressor	argR
26.89227	27.05569	27.19272	27.11038	26.96708	26.95693	Co-chaperone protein HscB	hscB
28.8487	27.97147	28.49667	28.31652	27.88914	28.1765	D-aminoacyl-tRNA deacylase	dtd
32.32055	31.91492	31.6118	31.69142	32.30921	31.4006	DNA-binding protein Fis	fis
27.58842	28.44967	27.75373	27.72247	27.85383	28.03727	Nickel-responsive regulator	nikR
27.67344	27.63124	26.66763	27.36369	27.75907	27.77568	Large-conductance mechanosensitive channel	mscL
34.48532	34.02919	33.2742	33.56149	33.77185	33.69769	50S ribosomal protein L32	rpmF
33.3263	33.15654	33.18962	33.01402	33.15763	32.99957	50S ribosomal protein L34	rpmH
33.71876	33.39215	33.19941	33.1726	32.74065	32.79384	30S ribosomal protein S18	rpsR
27.59548	28.03044	28.15296	27.97858	28.39034	28.26132	Putative Holliday junction resolvase	yqgF
26.71803	26.47496	26.70767	24.29067	26.65813	26.91639	Primosomal protein 1	dnaT
30.39652	31.55563	29.82748	30.53631	31.19794	30.40811	Regulator of ribonuclease activity A	rraA
28.74198	29.11391	29.26466	28.77916	29.30635	29.66981	Acyl-CoA thioester hydrolase YciA	yciA
33.78926	34.23256	34.16234	34.23677	33.91144	33.41362	Cold shock-like protein CspC	cspC
32.69144	32.23089	32.29972	32.15313	32.76561	32.01395	Thioredoxin-1	trxA
27.46451	27.91211	28.51382	28.5751	28.68869	28.99876	Cytosine permease	codB
27.01808	25.95349	26.75748	27.11813	26.67922	27.00924	Inner membrane protein YagU	yagU
31.62144	32.24737	32.05556	31.48553	32.16803	32.18056	Serine transporter	sdaC
29.0962	27.3073	27.48654	27.13819	27.43738	27.03034	Arginine transport ATP-binding protein ArtP	artP
27.68839	28.77213	28.9171	28.77834	28.88844	28.7599	Protein YchN	ychN
32.42016	32.79842	32.41969	33.29406	33.01322	32.22144	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	accB
31.21489	29.86133	30.33352	30.08955	31.00062	31.16489	Glutaredoxin-4	grxD
25.91948	25.30187	25.43993	26.11263	25.8606	26.28935	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	wecA
32.67846	32.93055	32.77004	32.79099	33.60786	32.72239	DNA-binding protein HU-beta	hupB
27.71522	28.12746	28.16686	27.70471	28.37526	28.08203	Pyruvate dehydrogenase complex repressor	pdhR
23.634	24.32677	24.42272	22.99614	24.70841	24.85586	Uncharacterized HTH-type transcriptional regulator YdhB	ydhB
30.26953	30.06971	29.78539	29.28941	29.87209	29.30976	Putative monooxygenase YdhR	ydhR
24.40035	24.17896	26.52719	25.88758	25.67632	25.98416	Ubiquinone biosynthesis protein UbiJ	ubiJ
28.68519	28.73256	28.9812	28.62763	29.02036	28.74727	Cell division protein ZapA	zapA
27.51254	28.28868	28.04765	27.98332	28.42622	28.27502	Lipopolysaccharide export system protein LptC	lptC
28.62464	28.43098	28.84296	28.45576	28.00325	28.78868	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase	fkpB
27.55852	27.70154	27.03727	27.27169	26.29847	27.15489	L-fucose mutarotase	fucU
31.02327	30.45229	30.73957	31.32249	31.47561	31.68516	Protein GlcG	glcG
27.36961	27.06271	27.34655	27.44743	26.73609	25.72273	Alpha-ketoglutarate permease	kgtP
28.87631	28.76256	28.71692	28.39991	28.86038	29.40584	Uncharacterized protein YjbR	yjbR
26.43819	26.31031	26.4598	26.25265	26.2801	27.06394	Uncharacterized protein YjcO	yjcO
27.26973	26.83256	26.58778	26.49651	25.98351	26.31278	NADH-quinone oxidoreductase subunit H	nuoH
28.54292	28.92852	29.09187	29.20158	28.25183	28.93267	Nucleoside permease NupC	nupC
28.80045	28.20172	26.97913	27.88256	27.63111	27.13536	Glycine betaine-binding periplasmic protein	proX
28.62551	28.80501	29.48099	28.90242	29.00437	28.78781	Ribosome hibernation promoting factor	hpf
26.55142	26.23608	27.00249	26.16611	25.4642	26.0781	Regulator of sigma D	rsd
29.42126	29.57512	29.28394	28.86056	28.97005	29.76708	Protein SseB	sseB
23.91497	24.43536	24.37132	24.8905	25.15414	24.93139	Protein Smp	smp
29.18544	28.78144	28.59317	27.56238	28.27644	27.58312	Chromate reductase	chrR
29.9279	29.77773	29.00863	27.71856	28.85314	28.14594	HTH-type transcriptional regulator IscR	iscR
30.07508	29.74684	29.13958	29.62165	29.6625	29.5919	Putative reactive intermediate deaminase TdcF	tdcF
28.61541	28.58689	27.81726	28.39321	28.13501	27.99118	Ribosome association toxin RatA	ratA
29.71342	30.78457	29.94363	30.29033	30.73562	30.57786	Inactive ribonuclease PH	rph
25.59736	25.14102	26.17554	24.93531	25.36526	25.46283	Aromatic amino acid transport protein AroP	aroP
24.01546	24.42496	23.03894	24.67028	24.39963	23.48702	Oxygen-dependent choline dehydrogenase	betA
25.2046	25.33265	25.39653	23.46476	25.02208	25.37129	PTS system maltose- and glucose-specific EIICB component;Maltose and glucose permease IIC component;Maltose- and glucose-specific phosphotransferase enzyme IIB component	malX
25.56124	23.06228	24.29362	22.92013	23.60298	23.49351	Transcriptional activator CadC	cadC
28.57863	28.18386	28.90383	28.13423	29.11766	28.10934	Protease HtpX	htpX
26.58663	26.84924	26.61161	26.74124	27.33926	27.31216	Protein CyaY	cyaY
24.37292	23.87727	24.23739	24.07668	23.60196	23.81029	Membrane-bound lysozyme inhibitor of C-type lysozyme	mliC
25.82866	24.74119	26.19043	26.15323	25.9131	26.4313	UPF0394 inner membrane protein YedE	yedE
27.25908	27.68077	27.09255	26.8597	27.10799	27.26616	Voltage-gated potassium channel Kch	kch
24.52934	24.92574	24.8925	25.0431	25.56834	25.06796	Chaperone protein FimC	fimC
26.1104	26.49899	26.50581	26.63367	26.8846	26.6637	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT
28.5606	28.65758	28.25548	28.32337	28.30099	28.61576	PanD maturation factor	panM
26.73763	26.59548	27.09336	26.24951	26.09792	26.81152	Flap endonuclease Xni	ygdG
30.52272	29.90498	30.38	30.01624	30.33788	30.65532	Uncharacterized protein YggL	yggL
